No:0, Code:19, type:CLASS, value:Class, start:0, end:2
No:1430, Code:20, type:ID, value:insomnia, start:1430, end:null

No:1431, Code:20, type:ID, value:symptoms, start:1431, end:null

No:1432, Code:20, type:ID, value:may, start:1432, end:null

No:1433, Code:20, type:ID, value:also, start:1433, end:null

No:1434, Code:20, type:ID, value:produce, start:1434, end:null

No:1435, Code:20, type:ID, value:significant, start:1435, end:null

No:1436, Code:20, type:ID, value:distress, start:1436, end:null

No:1437, Code:20, type:ID, value:and, start:1437, end:null

No:1438, Code:20, type:ID, value:interfere, start:1438, end:null

No:1439, Code:20, type:ID, value:with, start:1439, end:null

No:1440, Code:20, type:ID, value:social, start:1440, end:null

No:1441, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1442, Code:20, type:ID, value:personal, start:1442, end:null

No:1443, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1444, Code:20, type:ID, value:and, start:1444, end:null

No:1445, Code:20, type:ID, value:occupational, start:1445, end:null

No:1446, Code:20, type:ID, value:functioning, start:1446, end:null

No:1447, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1448, Code:20, type:ID, value:When, start:1448, end:null

No:1449, Code:20, type:ID, value:such, start:1449, end:null

No:1450, Code:20, type:ID, value:symptoms, start:1450, end:null

No:1451, Code:20, type:ID, value:are, start:1451, end:null

No:1452, Code:20, type:ID, value:frequent, start:1452, end:null

No:1453, Code:20, type:ID, value:enough, start:1453, end:null

No:1454, Code:20, type:ID, value:and, start:1454, end:null

No:1455, Code:20, type:ID, value:meet, start:1455, end:null

No:1456, Code:20, type:ID, value:all, start:1456, end:null

No:1457, Code:20, type:ID, value:other, start:1457, end:null

No:1458, Code:20, type:ID, value:criteria, start:1458, end:null

No:1459, Code:20, type:ID, value:except, start:1459, end:null

No:1460, Code:20, type:ID, value:for, start:1460, end:null

No:1461, Code:20, type:ID, value:the, start:1461, end:null

No:1462, Code:20, type:ID, value:3-month, start:1462, end:null

No:1463, Code:20, type:ID, value:duration, start:1463, end:null

No:1464, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1465, Code:20, type:ID, value:a, start:1465, end:null

No:1466, Code:20, type:ID, value:diagnosis, start:1466, end:null

No:1467, Code:20, type:ID, value:of, start:1467, end:null

No:1468, Code:20, type:ID, value:other, start:1468, end:null

No:1469, Code:20, type:ID, value:specified, start:1469, end:null

No:1470, Code:20, type:ID, value:insomnia, start:1470, end:null

No:1471, Code:20, type:ID, value:disorder, start:1471, end:null

No:1472, Code:20, type:ID, value:or, start:1472, end:null

No:1473, Code:20, type:ID, value:unspecified, start:1473, end:null

No:1474, Code:20, type:ID, value:insomnia, start:1474, end:null

No:1475, Code:20, type:ID, value:disorder, start:1475, end:null

No:1476, Code:20, type:ID, value:is, start:1476, end:null

No:1477, Code:20, type:ID, value:made, start:1477, end:null

No:1478, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1479, Code:20, type:ID, value:Delayed, start:1479, end:null

No:1480, Code:20, type:ID, value:sleep, start:1480, end:null

No:1481, Code:20, type:ID, value:phase, start:1481, end:null

No:1482, Code:20, type:ID, value:and, start:1482, end:null

No:1483, Code:20, type:ID, value:shift, start:1483, end:null

No:1484, Code:20, type:ID, value:work, start:1484, end:null

No:1485, Code:20, type:ID, value:types, start:1485, end:null

No:1486, Code:20, type:ID, value:of, start:1486, end:null

No:1487, Code:20, type:ID, value:circadian, start:1487, end:null

No:1488, Code:20, type:ID, value:rhythm, start:1488, end:null

No:1489, Code:20, type:ID, value:sleep-wake, start:1489, end:null

No:1490, Code:20, type:ID, value:disorder, start:1490, end:null

No:1491, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1492, Code:20, type:ID, value:Individuals, start:1492, end:null

No:1493, Code:20, type:ID, value:with, start:1493, end:null

No:1494, Code:20, type:ID, value:the, start:1494, end:null

No:1495, Code:20, type:ID, value:delayed, start:1495, end:null

No:1496, Code:20, type:ID, value:sleep, start:1496, end:null

No:1497, Code:20, type:ID, value:phase, start:1497, end:null

No:1498, Code:20, type:ID, value:type, start:1498, end:null

No:1499, Code:20, type:ID, value:of, start:1499, end:null

No:1500, Code:20, type:ID, value:circadian, start:1500, end:null

No:1501, Code:20, type:ID, value:rhythm, start:1501, end:null

No:1502, Code:20, type:ID, value:sleep-wake, start:1502, end:null

No:1503, Code:20, type:ID, value:disorder, start:1503, end:null

No:1504, Code:20, type:ID, value:report, start:1504, end:null

No:1505, Code:20, type:ID, value:sleep-onset, start:1505, end:null

No:1506, Code:20, type:ID, value:insomnia, start:1506, end:null

No:1507, Code:20, type:ID, value:only, start:1507, end:null

No:1508, Code:20, type:ID, value:when, start:1508, end:null

No:1509, Code:20, type:ID, value:they, start:1509, end:null

No:1510, Code:20, type:ID, value:try, start:1510, end:null

No:1511, Code:20, type:ID, value:to, start:1511, end:null

No:1512, Code:20, type:ID, value:sleep, start:1512, end:null

No:1513, Code:20, type:ID, value:at, start:1513, end:null

No:1514, Code:20, type:ID, value:socially, start:1514, end:null

No:1515, Code:20, type:ID, value:normal, start:1515, end:null

No:1516, Code:20, type:ID, value:times, start:1516, end:null

No:1517, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1518, Code:20, type:ID, value:but, start:1518, end:null

No:1519, Code:20, type:ID, value:they, start:1519, end:null

No:1520, Code:20, type:ID, value:do, start:1520, end:null

No:1521, Code:20, type:ID, value:not, start:1521, end:null

No:1522, Code:20, type:ID, value:report, start:1522, end:null

No:1523, Code:20, type:ID, value:difficulty, start:1523, end:null

No:1524, Code:20, type:ID, value:falling, start:1524, end:null

No:1525, Code:20, type:ID, value:asleep, start:1525, end:null

No:1526, Code:20, type:ID, value:or, start:1526, end:null

No:1527, Code:20, type:ID, value:staying, start:1527, end:null

No:1528, Code:20, type:ID, value:asleep, start:1528, end:null

No:1529, Code:20, type:ID, value:when, start:1529, end:null

No:1530, Code:20, type:ID, value:their, start:1530, end:null

No:1531, Code:20, type:ID, value:bed, start:1531, end:null

No:1532, Code:20, type:ID, value:and, start:1532, end:null

No:1533, Code:20, type:ID, value:rising, start:1533, end:null

No:1534, Code:20, type:ID, value:times, start:1534, end:null

No:1535, Code:20, type:ID, value:are, start:1535, end:null

No:1536, Code:20, type:ID, value:delayed, start:1536, end:null

No:1537, Code:20, type:ID, value:and, start:1537, end:null

No:1538, Code:20, type:ID, value:coincide, start:1538, end:null

No:1539, Code:20, type:ID, value:with, start:1539, end:null

No:1540, Code:20, type:ID, value:their, start:1540, end:null

No:1541, Code:20, type:ID, value:endogenous, start:1541, end:null

No:1542, Code:20, type:ID, value:circadian, start:1542, end:null

No:1543, Code:20, type:ID, value:rhythm, start:1543, end:null

No:1544, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1545, Code:20, type:ID, value:Shift, start:1545, end:null

No:1546, Code:20, type:ID, value:work, start:1546, end:null

No:1547, Code:20, type:ID, value:type, start:1547, end:null

No:1548, Code:20, type:ID, value:differs, start:1548, end:null

No:1549, Code:20, type:ID, value:from, start:1549, end:null

No:1550, Code:20, type:ID, value:insomnia, start:1550, end:null

No:1551, Code:20, type:ID, value:disorder, start:1551, end:null

No:1552, Code:20, type:ID, value:by, start:1552, end:null

No:1553, Code:20, type:ID, value:the, start:1553, end:null

No:1554, Code:20, type:ID, value:history, start:1554, end:null

No:1555, Code:20, type:ID, value:of, start:1555, end:null

No:1556, Code:20, type:ID, value:recent, start:1556, end:null

No:1557, Code:20, type:ID, value:shift, start:1557, end:null

No:1558, Code:20, type:ID, value:work, start:1558, end:null

No:1559, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1560, Code:20, type:ID, value:Restless, start:1560, end:null

No:1561, Code:20, type:ID, value:legs, start:1561, end:null

No:1562, Code:20, type:ID, value:syndrome, start:1562, end:null

No:1563, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1564, Code:20, type:ID, value:Restless, start:1564, end:null

No:1565, Code:20, type:ID, value:legs, start:1565, end:null

No:1566, Code:20, type:ID, value:syndrome, start:1566, end:null

No:1567, Code:20, type:ID, value:often, start:1567, end:null

No:1568, Code:20, type:ID, value:produces, start:1568, end:null

No:1569, Code:20, type:ID, value:difficulties, start:1569, end:null

No:1570, Code:20, type:ID, value:initiating, start:1570, end:null

No:1571, Code:20, type:ID, value:and, start:1571, end:null

No:1572, Code:20, type:ID, value:maintaining, start:1572, end:null

No:1573, Code:20, type:ID, value:sleep, start:1573, end:null

No:1574, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1575, Code:20, type:ID, value:However, start:1575, end:null

No:1576, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1577, Code:20, type:ID, value:an, start:1577, end:null

No:1578, Code:20, type:ID, value:urge, start:1578, end:null

No:1579, Code:20, type:ID, value:to, start:1579, end:null

No:1580, Code:20, type:ID, value:move, start:1580, end:null

No:1581, Code:20, type:ID, value:the, start:1581, end:null

No:1582, Code:20, type:ID, value:legs, start:1582, end:null

No:1583, Code:20, type:ID, value:and, start:1583, end:null

No:1584, Code:20, type:ID, value:any, start:1584, end:null

No:1585, Code:20, type:ID, value:accompanying, start:1585, end:null

No:1586, Code:20, type:ID, value:unpleasant, start:1586, end:null

No:1587, Code:20, type:ID, value:leg, start:1587, end:null

No:1588, Code:20, type:ID, value:sensations, start:1588, end:null

No:1589, Code:20, type:ID, value:are, start:1589, end:null

No:1590, Code:20, type:ID, value:features, start:1590, end:null

No:1591, Code:20, type:ID, value:that, start:1591, end:null

No:1592, Code:20, type:ID, value:differentiate, start:1592, end:null

No:1593, Code:20, type:ID, value:this, start:1593, end:null

No:1594, Code:20, type:ID, value:disorder, start:1594, end:null

No:1595, Code:20, type:ID, value:from, start:1595, end:null

No:1596, Code:20, type:ID, value:insomnia, start:1596, end:null

No:1597, Code:20, type:ID, value:disorder, start:1597, end:null

No:1598, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1599, Code:20, type:ID, value:Breathing-related, start:1599, end:null

No:1600, Code:20, type:ID, value:sleep, start:1600, end:null

No:1601, Code:20, type:ID, value:disorders, start:1601, end:null

No:1602, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1603, Code:20, type:ID, value:Most, start:1603, end:null

No:1604, Code:20, type:ID, value:individuals, start:1604, end:null

No:1605, Code:20, type:ID, value:with, start:1605, end:null

No:1606, Code:20, type:ID, value:a, start:1606, end:null

No:1607, Code:20, type:ID, value:breathing-related, start:1607, end:null

No:1608, Code:20, type:ID, value:sleep, start:1608, end:null

No:1609, Code:20, type:ID, value:disorder, start:1609, end:null

No:1610, Code:20, type:ID, value:have, start:1610, end:null

No:1611, Code:20, type:ID, value:a, start:1611, end:null

No:1612, Code:20, type:ID, value:history, start:1612, end:null

No:1613, Code:20, type:ID, value:of, start:1613, end:null

No:1614, Code:20, type:ID, value:loud, start:1614, end:null

No:1615, Code:20, type:ID, value:snoring, start:1615, end:null

No:1616, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1617, Code:20, type:ID, value:breathing, start:1617, end:null

No:1618, Code:20, type:ID, value:pauses, start:1618, end:null

No:1619, Code:20, type:ID, value:during, start:1619, end:null

No:1620, Code:20, type:ID, value:sleep, start:1620, end:null

No:1621, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1622, Code:20, type:ID, value:and, start:1622, end:null

No:1623, Code:20, type:ID, value:excessive, start:1623, end:null

No:1624, Code:20, type:ID, value:daytime, start:1624, end:null

No:1625, Code:20, type:ID, value:sleepiness, start:1625, end:null

No:1626, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1627, Code:20, type:ID, value:Nonetheless, start:1627, end:null

No:1628, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1629, Code:20, type:ID, value:as, start:1629, end:null

No:1630, Code:20, type:ID, value:many, start:1630, end:null

No:1631, Code:20, type:ID, value:as, start:1631, end:null

No:1632, Code:0, type:DIGIT, value:50, start:1632, end:null

No:1633, Code:21, type:SEPARATORS, value:%, start:null, end:null

No:1634, Code:20, type:ID, value:of, start:1634, end:null

No:1635, Code:20, type:ID, value:individuals, start:1635, end:null

No:1636, Code:20, type:ID, value:with, start:1636, end:null

No:1637, Code:20, type:ID, value:sleep, start:1637, end:null

No:1638, Code:20, type:ID, value:apnea, start:1638, end:null

No:1639, Code:20, type:ID, value:may, start:1639, end:null

No:1640, Code:20, type:ID, value:also, start:1640, end:null

No:1641, Code:20, type:ID, value:report, start:1641, end:null

No:1642, Code:20, type:ID, value:insomnia, start:1642, end:null

No:1643, Code:20, type:ID, value:symptoms, start:1643, end:null

No:1644, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1645, Code:20, type:ID, value:a, start:1645, end:null

No:1646, Code:20, type:ID, value:feature, start:1646, end:null

No:1647, Code:20, type:ID, value:that, start:1647, end:null

No:1648, Code:20, type:ID, value:is, start:1648, end:null

No:1649, Code:20, type:ID, value:more, start:1649, end:null

No:1650, Code:20, type:ID, value:common, start:1650, end:null

No:1651, Code:20, type:ID, value:among, start:1651, end:null

No:1652, Code:20, type:ID, value:females, start:1652, end:null

No:1653, Code:20, type:ID, value:and, start:1653, end:null

No:1654, Code:20, type:ID, value:older, start:1654, end:null

No:1655, Code:20, type:ID, value:adults, start:1655, end:null

No:1656, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1657, Code:20, type:ID, value:Narcolepsy, start:1657, end:null

No:1658, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1659, Code:20, type:ID, value:Narcolepsy, start:1659, end:null

No:1660, Code:20, type:ID, value:may, start:1660, end:null

No:1661, Code:20, type:ID, value:cause, start:1661, end:null

No:1662, Code:20, type:ID, value:insomnia, start:1662, end:null

No:1663, Code:20, type:ID, value:complaints, start:1663, end:null

No:1664, Code:20, type:ID, value:but, start:1664, end:null

No:1665, Code:20, type:ID, value:is, start:1665, end:null

No:1666, Code:20, type:ID, value:distinguished, start:1666, end:null

No:1667, Code:20, type:ID, value:from, start:1667, end:null

No:1668, Code:20, type:ID, value:insomnia, start:1668, end:null

No:1669, Code:20, type:ID, value:disorder, start:1669, end:null

No:1670, Code:20, type:ID, value:by, start:1670, end:null

No:1671, Code:20, type:ID, value:the, start:1671, end:null

No:1672, Code:20, type:ID, value:predominance, start:1672, end:null

No:1673, Code:20, type:ID, value:of, start:1673, end:null

No:1674, Code:20, type:ID, value:symptoms, start:1674, end:null

No:1675, Code:20, type:ID, value:of, start:1675, end:null

No:1676, Code:20, type:ID, value:excessive, start:1676, end:null

No:1677, Code:20, type:ID, value:daytime, start:1677, end:null

No:1678, Code:20, type:ID, value:sleepiness, start:1678, end:null

No:1679, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1680, Code:20, type:ID, value:cataplexy, start:1680, end:null

No:1681, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1682, Code:20, type:ID, value:sleep, start:1682, end:null

No:1683, Code:20, type:ID, value:paralysis, start:1683, end:null

No:1684, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1685, Code:20, type:ID, value:and, start:1685, end:null

No:1686, Code:20, type:ID, value:sleep-related, start:1686, end:null

No:1687, Code:20, type:ID, value:hallucinations, start:1687, end:null

No:1688, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1689, Code:17, type:COMORBIDITY, value:Comorbidity, start:1689, end:1787

No:1690, Code:20, type:ID, value:Insomnia, start:1690, end:null

No:1691, Code:20, type:ID, value:is, start:1691, end:null

No:1692, Code:20, type:ID, value:a, start:1692, end:null

No:1693, Code:20, type:ID, value:common, start:1693, end:null

No:1694, Code:20, type:ID, value:comorbidity, start:1694, end:null

No:1695, Code:20, type:ID, value:of, start:1695, end:null

No:1696, Code:20, type:ID, value:many, start:1696, end:null

No:1697, Code:20, type:ID, value:medical, start:1697, end:null

No:1698, Code:20, type:ID, value:conditions, start:1698, end:null

No:1699, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1700, Code:20, type:ID, value:including, start:1700, end:null

No:1701, Code:20, type:ID, value:diabetes, start:1701, end:null

No:1702, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1703, Code:20, type:ID, value:coronary, start:1703, end:null

No:1704, Code:20, type:ID, value:heart, start:1704, end:null

No:1705, Code:20, type:ID, value:disease, start:1705, end:null

No:1706, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1707, Code:20, type:ID, value:chronic, start:1707, end:null

No:1708, Code:20, type:ID, value:obstructive, start:1708, end:null

No:1709, Code:20, type:ID, value:pulmonary, start:1709, end:null

No:1710, Code:20, type:ID, value:disease, start:1710, end:null

No:1711, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1712, Code:20, type:ID, value:arthritis, start:1712, end:null

No:1713, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1714, Code:20, type:ID, value:fibromyalgia, start:1714, end:null

No:1715, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1716, Code:20, type:ID, value:and, start:1716, end:null

No:1717, Code:20, type:ID, value:other, start:1717, end:null

No:1718, Code:20, type:ID, value:chronic, start:1718, end:null

No:1719, Code:20, type:ID, value:pain, start:1719, end:null

No:1720, Code:20, type:ID, value:conditions, start:1720, end:null

No:1721, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1722, Code:20, type:ID, value:The, start:1722, end:null

No:1723, Code:20, type:ID, value:risk, start:1723, end:null

No:1724, Code:20, type:ID, value:relationship, start:1724, end:null

No:1725, Code:20, type:ID, value:appears, start:1725, end:null

No:1726, Code:20, type:ID, value:to, start:1726, end:null

No:1727, Code:20, type:ID, value:be, start:1727, end:null

No:1728, Code:20, type:ID, value:bidirectional, start:1728, end:null

No:1729, Code:21, type:SEPARATORS, value::, start:null, end:null

No:1730, Code:20, type:ID, value:insomnia, start:1730, end:null

No:1731, Code:20, type:ID, value:increases, start:1731, end:null

No:1732, Code:20, type:ID, value:the, start:1732, end:null

No:1733, Code:20, type:ID, value:risk, start:1733, end:null

No:1734, Code:20, type:ID, value:of, start:1734, end:null

No:1735, Code:20, type:ID, value:medical, start:1735, end:null

No:1736, Code:20, type:ID, value:conditions, start:1736, end:null

No:1737, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1738, Code:20, type:ID, value:and, start:1738, end:null

No:1739, Code:20, type:ID, value:medical, start:1739, end:null

No:1740, Code:20, type:ID, value:problems, start:1740, end:null

No:1741, Code:20, type:ID, value:increase, start:1741, end:null

No:1742, Code:20, type:ID, value:the, start:1742, end:null

No:1743, Code:20, type:ID, value:risk, start:1743, end:null

No:1744, Code:20, type:ID, value:of, start:1744, end:null

No:1745, Code:20, type:ID, value:insomnia, start:1745, end:null

No:1746, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1747, Code:20, type:ID, value:The, start:1747, end:null

No:1748, Code:20, type:ID, value:direction, start:1748, end:null

No:1749, Code:20, type:ID, value:of, start:1749, end:null

No:1750, Code:20, type:ID, value:the, start:1750, end:null

No:1751, Code:20, type:ID, value:relationship, start:1751, end:null

No:1752, Code:20, type:ID, value:is, start:1752, end:null

No:1753, Code:20, type:ID, value:not, start:1753, end:null

No:1754, Code:20, type:ID, value:always, start:1754, end:null

No:1755, Code:20, type:ID, value:clear, start:1755, end:null

No:1756, Code:20, type:ID, value:and, start:1756, end:null

No:1757, Code:20, type:ID, value:may, start:1757, end:null

No:1758, Code:20, type:ID, value:change, start:1758, end:null

No:1759, Code:20, type:ID, value:over, start:1759, end:null

No:1760, Code:20, type:ID, value:time, start:1760, end:null

No:1761, Code:21, type:SEPARATORS, value:;, start:null, end:null

No:1762, Code:20, type:ID, value:for, start:1762, end:null

No:1763, Code:20, type:ID, value:this, start:1763, end:null

No:1764, Code:20, type:ID, value:reason, start:1764, end:null

No:1765, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1766, Code:20, type:ID, value:comorbid, start:1766, end:null

No:1767, Code:20, type:ID, value:insomnia, start:1767, end:null

No:1768, Code:20, type:ID, value:is, start:1768, end:null

No:1769, Code:20, type:ID, value:the, start:1769, end:null

No:1770, Code:20, type:ID, value:preferred, start:1770, end:null

No:1771, Code:20, type:ID, value:terminology, start:1771, end:null

No:1772, Code:20, type:ID, value:in, start:1772, end:null

No:1773, Code:20, type:ID, value:the, start:1773, end:null

No:1774, Code:20, type:ID, value:presence, start:1774, end:null

No:1775, Code:20, type:ID, value:of, start:1775, end:null

No:1776, Code:20, type:ID, value:coexisting, start:1776, end:null

No:1777, Code:20, type:ID, value:insomnia, start:1777, end:null

No:1778, Code:20, type:ID, value:with, start:1778, end:null

No:1779, Code:20, type:ID, value:another, start:1779, end:null

No:1780, Code:20, type:ID, value:medical, start:1780, end:null

No:1781, Code:20, type:ID, value:condition, start:1781, end:null

No:1782, Code:21, type:SEPARATORS, value:(, start:null, end:null

No:1783, Code:20, type:ID, value:or, start:1783, end:null

No:1784, Code:20, type:ID, value:mental, start:1784, end:null

No:1785, Code:20, type:ID, value:disorder, start:1785, end:null

No:1786, Code:21, type:SEPARATORS, value:), start:null, end:null

No:1787, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1788, Code:18, type:RTOCS, value:Relationship-to-Other-Classifications, start:1788, end:1855

No:1789, Code:20, type:ID, value:Sleep, start:1789, end:null

No:1790, Code:20, type:ID, value:Disorders, start:1790, end:null

No:1791, Code:20, type:ID, value:There, start:1791, end:null

No:1792, Code:20, type:ID, value:are, start:1792, end:null

No:1793, Code:20, type:ID, value:several, start:1793, end:null

No:1794, Code:20, type:ID, value:distinct, start:1794, end:null

No:1795, Code:20, type:ID, value:insomnia, start:1795, end:null

No:1796, Code:20, type:ID, value:phenotypes, start:1796, end:null

No:1797, Code:20, type:ID, value:relating, start:1797, end:null

No:1798, Code:20, type:ID, value:to, start:1798, end:null

No:1799, Code:20, type:ID, value:the, start:1799, end:null

No:1800, Code:20, type:ID, value:perceived, start:1800, end:null

No:1801, Code:20, type:ID, value:source, start:1801, end:null

No:1802, Code:20, type:ID, value:of, start:1802, end:null

No:1803, Code:20, type:ID, value:the, start:1803, end:null

No:1804, Code:20, type:ID, value:insomnia, start:1804, end:null

No:1805, Code:20, type:ID, value:that, start:1805, end:null

No:1806, Code:20, type:ID, value:are, start:1806, end:null

No:1807, Code:20, type:ID, value:recognized, start:1807, end:null

No:1808, Code:20, type:ID, value:by, start:1808, end:null

No:1809, Code:20, type:ID, value:the, start:1809, end:null

No:1810, Code:20, type:ID, value:International, start:1810, end:null

No:1811, Code:20, type:ID, value:Classification, start:1811, end:null

No:1812, Code:20, type:ID, value:of, start:1812, end:null

No:1813, Code:20, type:ID, value:Sleep, start:1813, end:null

No:1814, Code:20, type:ID, value:Disorders, start:1814, end:null

No:1815, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1816, Code:20, type:ID, value:2nd, start:1816, end:null

No:1817, Code:20, type:ID, value:Edition, start:1817, end:null

No:1818, Code:21, type:SEPARATORS, value:(, start:null, end:null

No:1819, Code:20, type:ID, value:ICSD-2, start:1819, end:null

No:1820, Code:21, type:SEPARATORS, value:), start:null, end:null

No:1821, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1822, Code:20, type:ID, value:These, start:1822, end:null

No:1823, Code:20, type:ID, value:include, start:1823, end:null

No:1824, Code:20, type:ID, value:psychophysiological, start:1824, end:null

No:1825, Code:20, type:ID, value:insomnia, start:1825, end:null

No:1826, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1827, Code:20, type:ID, value:idiopathic, start:1827, end:null

No:1828, Code:20, type:ID, value:insomnia, start:1828, end:null

No:1829, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1830, Code:20, type:ID, value:sleep-state, start:1830, end:null

No:1831, Code:20, type:ID, value:misperception, start:1831, end:null

No:1832, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1833, Code:20, type:ID, value:and, start:1833, end:null

No:1834, Code:20, type:ID, value:inadequate, start:1834, end:null

No:1835, Code:20, type:ID, value:sleep, start:1835, end:null

No:1836, Code:20, type:ID, value:hygiene, start:1836, end:null

No:1837, Code:21, type:SEPARATORS, value:., start:null, end:null

No:1838, Code:20, type:ID, value:Despite, start:1838, end:null

No:1839, Code:20, type:ID, value:their, start:1839, end:null

No:1840, Code:20, type:ID, value:clinical, start:1840, end:null

No:1841, Code:20, type:ID, value:appeal, start:1841, end:null

No:1842, Code:20, type:ID, value:and, start:1842, end:null

No:1843, Code:20, type:ID, value:heuristic, start:1843, end:null

No:1844, Code:20, type:ID, value:value, start:1844, end:null

No:1845, Code:21, type:SEPARATORS, value:,, start:null, end:null

No:1846, Code:20, type:ID, value:there, start:1846, end:null

No:1847, Code:20, type:ID, value:is, start:1847, end:null

No:1848, Code:20, type:ID, value:limited, start:1848, end:null

No:1849, Code:20, type:ID, value:evidence, start:1849, end:null

No:1850, Code:20, type:ID, value:to, start:1850, end:null

No:1851, Code:20, type:ID, value:support, start:1851, end:null

No:1852, Code:20, type:ID, value:these, start:1852, end:null

No:1853, Code:20, type:ID, value:distinct, start:1853, end:null

No:1854, Code:20, type:ID, value:phenotypes, start:1854, end:null

No:1855, Code:21, type:SEPARATORS, value:., start:null, end:null

